選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
111年臺中市市長選舉,蔡其昌,巨翔金屬股份有限公司,1110831,100000.00
111年臺中市議員選舉,施志昌,巨翔金屬股份有限公司,1110921,100000.00
