選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
101年立法委員選舉,張嘉郡,坊盛實業有限公司,101/01/02,500000
101年立法委員選舉,張嘉郡,坊盛實業有限公司,100/12/08,500000
