選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
110政黨,中國國民黨,精元投資股份有限公司,1100115,500000.00
107年直轄市市長選舉,侯友宜,精元投資股份有限公司,1070604,1000000.00
107年直轄市議員選舉,高嘉瑜,精元投資股份有限公司,1070608,800000.00
